Front,Back,Extra,Mnemonic,CardType,Tags,ImageURL,ImageAlt,Topic,Source,CardID
Complete: The ___ generation of computers (started in the 1930s) ...,first,"Explanation: The first generation of computers (started in the 1930s) used vacuum tubes that ""open"" and ""close"" to relay electrical signals (e.g. Colossus, 1943). Source: MEDIALIT FINALS p.20 Context: Computer Generations I-III background is assumed; review media-literacy-finals-refined.md:line-528 if unfamiliar.",,qa,media-literacy finals computer-generations-i-iii auto,,,Computer Generations I-III,media-literacy-finals-refined.md:line-528,c5716944884cf355
What is component 2 of 3 in Examples of MOOCs?,Udacity,Explanation: Coursera; Udacity; edX Source: MEDIALIT FINALS p.23 Context: MOOCs and Ubiquitous Learning background is assumed; review media-literacy-finals-refined.md:line-602 if unfamiliar.,"CUE: Coursera, Udacity, edX",qa,media-literacy finals moocs-and-ubiquitous-learning auto,,,MOOCs and Ubiquitous Learning,media-literacy-finals-refined.md:line-602,560beef0ea3fbe0a
Complete: ___ (1826) records and copies an image using ...,Photography,Explanation: Photography (1826) records and copies an image using light onto a light-sensitive material; the earliest form of camera is the Camera Obscura. Source: MEDIALIT FINALS p.14 Context: Analytical Engine and Photography background is assumed; review media-literacy-finals-refined.md:line-440 if unfamiliar.,,qa,media-literacy finals analytical-engine-and-photography auto,,,Analytical Engine and Photography,media-literacy-finals-refined.md:line-440,e40d7cb7ab7abc1f
Which term means: The ethical and efficient use / management / understanding / and evaluation of technology?,technology literacy,Explanation: Technology literacy includes choosing and operating tools needed to access and communicate information. Source: MEDIALIT FINALS p.6 Context: Technology Literacy and MIL Skills background is assumed; review media-literacy-finals-refined.md:line-625 if unfamiliar.,,reverse,media-literacy finals technology-literacy technology-literacy-and-mil-skills auto,,,Technology Literacy and MIL Skills,media-literacy-finals-refined.md:line-625,ddb435b8524c0a6f
Complete: The Alphabet was developed by the ___ in the 15th Century B.C.; unlike hieroglyphics ...,Phoenicians,"Explanation: The Alphabet was developed by the Phoenicians in the 15th Century B.C.; unlike hieroglyphics (pictures for ideas), it uses symbols to represent a letter. It was later adapted by the Greeks and Romans in the 8th Century. Source: MEDIALIT FINALS p.11 Context: Written Word and Printing background is assumed; review media-literacy-finals-refined.md:line-371 if unfamiliar.",,qa,media-literacy finals written-word-and-printing auto,,,Written Word and Printing,media-literacy-finals-refined.md:line-371,2f05a198ded01b16
What is component 2 of 3 in The three components of the initial (linear) Shannon-Weaver model?,"Channel<br><img src=""media-literacy-shannon-weaver.jpeg"" alt=""The transmitter-channel-receiver flow visually cues the order of the linear Shannon-Weaver model.; this visual cue anchors the relationship tested by the card."">",Explanation: Transmitter; Channel; Receiver Source: MEDIALIT FINALS p.3 Context: Shannon-Weaver Model background is assumed; review media-literacy-finals-refined.md:line-115 if unfamiliar.,"TCR: Transmitter, Channel, Receiver",image-supported,media-literacy finals shannon-weaver-model auto,media-literacy-shannon-weaver.jpeg,The transmitter-channel-receiver flow visually cues the order of the linear Shannon-Weaver model.; this visual cue anchors the relationship tested by the card.,Shannon-Weaver Model,media-literacy-finals-refined.md:line-115,c3e01167c97ed2cd
What is component 2 of 4 in Authority is constructed and contextual; Information creation as a process; Information?,Research as inquiry,Explanation: Authority is constructed and contextual; Information creation as a process; Information has value; Research as inquiry; Scholarship as conversation; Searching as strategic exploration Source: MEDIALIT FINALS p.5 Context: Information and Media Literacy background is assumed; review media-literacy-finals-refined.md:line-246 if unfamiliar.,"VRSS: value, Research as inquiry, Scholarship as conversation, Searching as strategic exploration",qa,media-literacy finals information-and-media-literacy auto,,,Information and Media Literacy,media-literacy-finals-refined.md:line-246,29d07235f7d7a704
"Complete: A ___ is something that stands for something else, ...",Symbol,"Explanation: A Symbol is something that stands for something else, usually an abstract object (e.g. a necklace symbolizing a mother's love). Source: MEDIALIT FINALS p.4 Context: Verbal and Non-Verbal Communication background is assumed; review media-literacy-finals-refined.md:line-153 if unfamiliar.",,qa,media-literacy finals verbal-and-non-verbal-communication auto,,,Verbal and Non-Verbal Communication,media-literacy-finals-refined.md:line-153,41074a68e1c0d8f7
"Complete: ... where the message comes from, and the ___ is the medium used to transmit the ...",Channel,"Explanation: In the communication process, the Source is where the message comes from, and the Channel is the medium used to transmit the message from sender to receiver. Source: MEDIALIT FINALS p.2 Context: Communication Process and Literacies background is assumed; review media-literacy-finals-refined.md:line-81 if unfamiliar.",,qa,media-literacy finals communication-process-and-literacies auto,,,Communication Process and Literacies,media-literacy-finals-refined.md:line-81,d327bfe2b339c267
"Complete: In media literacy, ___ means examine from where and whom the ...",Evaluate,"Explanation: In media literacy, Evaluate means examine from where and whom the media message originates; Create means generate media content to share responsibly with others. Source: MEDIALIT FINALS p.1 Context: Media and Media Literacy background is assumed; review media-literacy-finals-refined.md:line-33 if unfamiliar.",,qa,media-literacy finals media-and-media-literacy auto,,,Media and Media Literacy,media-literacy-finals-refined.md:line-33,657c4e3b10c5f5d7
"Complete: ___ sources are reviews, analysis, and summaries of ...",Secondary,"Explanation: Secondary sources are reviews, analysis, and summaries of primary and other secondary sources (e.g. biographies, journal articles). Source: MEDIALIT FINALS p.7 Context: Media and Information Sources background is assumed; review media-literacy-finals-refined.md:line-289 if unfamiliar.",,qa,media-literacy finals media-and-information-sources auto,,,Media and Information Sources,media-literacy-finals-refined.md:line-289,ab7a98a46420c0a5
"What did Heinrich Hertz prove, relevant to radio?",That electricity already exists in the air — a conductivity called radio waves.,Explanation: That electricity already exists in the air — a conductivity called radio waves. Source: MEDIALIT FINALS p.18 Context: Television Radio and Telephone background is assumed; review media-literacy-finals-refined.md:line-502 if unfamiliar.,,qa,media-literacy finals television-radio-and-telephone auto,,,Television Radio and Telephone,media-literacy-finals-refined.md:line-502,2dd4b0bd53ed1287
Complete: The first color photography was invented by ___ in 1907 using an autochrome process.,Auguste and Louis Lumiere,Explanation: The first color photography was invented by Auguste and Louis Lumiere in 1907 using an autochrome process. Source: MEDIALIT FINALS p.16 Context: Photographic Processes background is assumed; review media-literacy-finals-refined.md:line-466 if unfamiliar.,,qa,media-literacy finals photographic-processes auto,,,Photographic Processes,media-literacy-finals-refined.md:line-466,e4f5c34d6e815df1
What does the Social Learning Theory state about media?,Children and adolescents learn by observing and imitating what they see.,Explanation: Children and adolescents learn by observing and imitating what they see. Source: MEDIALIT FINALS p.9 Context: Media Effects and Society background is assumed; review media-literacy-finals-refined.md:line-335 if unfamiliar.,,qa,media-literacy finals media-effects-and-society auto,,,Media Effects and Society,media-literacy-finals-refined.md:line-335,79dea12f0a6de6e7
"Complete: In the communication process, the ___ is where the message comes from, and ...",Source,"Explanation: In the communication process, the Source is where the message comes from, and the Channel is the medium used to transmit the message from sender to receiver. Source: MEDIALIT FINALS p.2 Context: Communication Process and Literacies background is assumed; review media-literacy-finals-refined.md:line-76 if unfamiliar.",,qa,media-literacy finals communication-process-and-literacies auto,,,Communication Process and Literacies,media-literacy-finals-refined.md:line-76,54e1cd200136dbbf
Which term means: Learning supported by small connected computers embedded in the environment?,ubiquitous learning,"Explanation: Learning that uses ubiquitous computing — small, often hidden computers and software that connect to each other to fulfill a task (e.g. museum sensors that activate when a user is present); used to augment classroom learning. Source: MEDIALIT FINALS p.23 Context: MOOCs and Ubiquitous Learning background is assumed; review media-literacy-finals-refined.md:line-617 if unfamiliar.",,reverse,media-literacy finals moocs-and-ubiquitous-learning auto,,,MOOCs and Ubiquitous Learning,media-literacy-finals-refined.md:line-617,ce95d5810d9cffe7
Complete: The ___ generation began when transistors replaced vacuum tubes ...,second,"Explanation: The second generation began when transistors replaced vacuum tubes in 1954; it saw programs like FORTRAN, ALGOL, and COBOL. Source: MEDIALIT FINALS p.20 Context: Computer Generations I-III background is assumed; review media-literacy-finals-refined.md:line-538 if unfamiliar.",,qa,media-literacy finals computer-generations-i-iii auto,,,Computer Generations I-III,media-literacy-finals-refined.md:line-538,f945ea51fc53d23d
Complete: ... a computer display allowing user-friendly use; Apple's ___ computer used a GUI in 1983.,LISA,Explanation: A Graphic User Interface (GUI) is a computer display allowing user-friendly use; Apple's LISA computer used a GUI in 1983. Source: MEDIALIT FINALS p.22 Context: Hardware and Storage background is assumed; review media-literacy-finals-refined.md:line-589 if unfamiliar.,,qa,media-literacy finals hardware-and-storage auto,,,Hardware and Storage,media-literacy-finals-refined.md:line-589,daa74d1f6f31a240
What is component 1 of 4 in four shared MIL skill stages?,Identify,Explanation: Information / media / and technology literacy each require identifying needs / locating resources / evaluating fit or credibility / and using resources ethically. Source: MEDIALIT FINALS p.6 Context: Technology Literacy and MIL Skills background is assumed; review media-literacy-finals-refined.md:line-630 if unfamiliar.,"ILEU: Identify, Locate, Evaluate, Use",qa,media-literacy finals mil-skills technology-literacy-and-mil-skills auto,,,Technology Literacy and MIL Skills,media-literacy-finals-refined.md:line-630,b05ed54f10fe100f
"Complete: ... a website's domain extension helps judge credibility: ___ = organization, .com = commercial, .gov = ...",.org,"Explanation: Checking a website's domain extension helps judge credibility: .org = organization, .com = commercial, .gov = government. Source: MEDIALIT FINALS p.8 Context: Source Evaluation and Media Tradeoffs background is assumed; review media-literacy-finals-refined.md:line-302 if unfamiliar.",,qa,media-literacy finals source-evaluation-and-media-tradeoffs auto,,,Source Evaluation and Media Tradeoffs,media-literacy-finals-refined.md:line-302,bed2e735d1bc718d
The method in how something is {{c1::communicated (e.g. books / movies / songs / social media / TV)}}.,communicated (e.g. books / movies / songs / social media / TV),"Explanation: The method in how something is communicated (e.g. books, movies, songs, social media, TV). Source: MEDIALIT FINALS p.1 Context: Media and Media Literacy background is assumed; review media-literacy-finals-refined.md:line-3 if unfamiliar.",,cloze,media-literacy finals media-and-media-literacy auto,,,Media and Media Literacy,media-literacy-finals-refined.md:line-3,674355fee094c45c
Complete: ... the earliest form of camera is the ___.,Camera Obscura,Explanation: Photography (1826) records and copies an image using light onto a light-sensitive material; the earliest form of camera is the Camera Obscura. Source: MEDIALIT FINALS p.14 Context: Analytical Engine and Photography background is assumed; review media-literacy-finals-refined.md:line-445 if unfamiliar.,,qa,media-literacy finals analytical-engine-and-photography auto,,,Analytical Engine and Photography,media-literacy-finals-refined.md:line-445,2847e5a8a81a917c
"Complete: A ___ is a structured, tangible way of conveying ...",Code,"Explanation: A Code is a structured, tangible way of conveying messages using signs, often to express secret meanings in the open (e.g. flag semaphores, Morse code). Source: MEDIALIT FINALS p.4 Context: Verbal and Non-Verbal Communication background is assumed; review media-literacy-finals-refined.md:line-158 if unfamiliar.",,qa,media-literacy finals verbal-and-non-verbal-communication auto,,,Verbal and Non-Verbal Communication,media-literacy-finals-refined.md:line-158,513f6799597dc4e2
What is component 3 of 3 in The three types of information sources?,Tertiary,Explanation: Primary; Secondary; Tertiary Source: MEDIALIT FINALS p.7 Context: Media and Information Sources background is assumed; review media-literacy-finals-refined.md:line-279 if unfamiliar.,"PST: Primary, Secondary, Tertiary",qa,media-literacy finals media-and-information-sources auto,,,Media and Information Sources,media-literacy-finals-refined.md:line-279,b706d468eebc8197
Complete: ___ is a collective noun for all communication ...,Media,Explanation: Media is a collective noun for all communication mediums; a Medium is the singular form (e.g. television is a broadcast medium). Source: MEDIALIT FINALS p.5 Context: Information and Media Literacy background is assumed; review media-literacy-finals-refined.md:line-251 if unfamiliar.,,qa,media-literacy finals information-and-media-literacy auto,,,Information and Media Literacy,media-literacy-finals-refined.md:line-251,7d133f66d652e192
Complete: The fifth generation allowed ___ and developed connectivity such as Local Area ...,parallel computing,Explanation: The fifth generation allowed parallel computing and developed connectivity such as Local Area Network (LAN) and Wide Area Network (WAN). Source: MEDIALIT FINALS p.21 Context: Computer Generations IV-V background is assumed; review media-literacy-finals-refined.md:line-576 if unfamiliar.,,qa,media-literacy finals computer-generations-iv-v auto,,,Computer Generations IV-V,media-literacy-finals-refined.md:line-576,5bd596aae76a56d6
What is component 4 of 5 in positive effects of media listed in the handout?,Better information presentation,Explanation: The handout contrasts these benefits with misinformation / identity theft / and misuse. Source: MEDIALIT FINALS p.9 Context: Media Effects and Society background is assumed; review media-literacy-finals-refined.md:line-669 if unfamiliar.,"IEHBB: Improved learning, Easier data access, Human connection, Better information presentation, Better memory support",qa,media-literacy finals media-effects media-effects-and-society auto,,,Media Effects and Society,media-literacy-finals-refined.md:line-669,ebbfc88eba30c168
Complete: ... B. Morse and Alfred Vail in the ___ as a way to send coded messages ...,1830s,"Explanation: The telegraph was invented by Samuel F. B. Morse and Alfred Vail in the 1830s as a way to send coded messages through an electrical current, replacing the postal system as the fastest way to send messages. Source: MEDIALIT FINALS p.13 Context: Telegraph and Early Computing background is assumed; review media-literacy-finals-refined.md:line-402 if unfamiliar.",,qa,media-literacy finals telegraph-and-early-computing auto,,,Telegraph and Early Computing,media-literacy-finals-refined.md:line-402,ba533c88da48d8c4
"Complete: ... were made by a process called the ___, developed after Louis Daguerre teamed up with ...",daguerreotype,"Explanation: Early photographs on metal plates fixed with a table salt solution were made by a process called the daguerreotype, developed after Louis Daguerre teamed up with Niépce (1839). Source: MEDIALIT FINALS p.16 Context: Photographic Processes background is assumed; review media-literacy-finals-refined.md:line-461 if unfamiliar.",,qa,media-literacy finals photographic-processes auto,,,Photographic Processes,media-literacy-finals-refined.md:line-461,a1638761e9062f5b
What is component 3 of 3 in The three components of the initial (linear) Shannon-Weaver model?,"Receiver<br><img src=""media-literacy-shannon-weaver.jpeg"" alt=""The transmitter-channel-receiver flow visually cues the order of the linear Shannon-Weaver model.; this visual cue anchors the relationship tested by the card."">",Explanation: Transmitter; Channel; Receiver Source: MEDIALIT FINALS p.3 Context: Shannon-Weaver Model background is assumed; review media-literacy-finals-refined.md:line-115 if unfamiliar.,"TCR: Transmitter, Channel, Receiver",image-supported,media-literacy finals shannon-weaver-model auto,media-literacy-shannon-weaver.jpeg,The transmitter-channel-receiver flow visually cues the order of the linear Shannon-Weaver model.; this visual cue anchors the relationship tested by the card.,Shannon-Weaver Model,media-literacy-finals-refined.md:line-115,05f57a41323b183b
"Complete: In 1956, Ericsson's Mobile System (___) was developed and installed in cars; it weighed 88 lbs.",MTA,"Explanation: In 1956, Ericsson's Mobile System (MTA) was developed and installed in cars; it weighed 88 lbs. Source: MEDIALIT FINALS p.19 Context: Mobile Telephony background is assumed; review media-literacy-finals-refined.md:line-515 if unfamiliar.",,qa,media-literacy finals mobile-telephony auto,,,Mobile Telephony,media-literacy-finals-refined.md:line-515,b7162419d0401027
"Complete: The earliest dated, complete printed book is the Chinese ___ (868 CE), a woodblock-printed scroll.",Diamond Sutra,"Explanation: The earliest dated, complete printed book is the Chinese Diamond Sutra (868 CE), a woodblock-printed scroll. Source: MEDIALIT FINALS p.11 Context: Written Word and Printing background is assumed; review media-literacy-finals-refined.md:line-376 if unfamiliar.",,qa,media-literacy finals written-word-and-printing auto,,,Written Word and Printing,media-literacy-finals-refined.md:line-376,9b10f09d9f9edf10
"Complete: Philo Farnsworth is credited with inventing the first functional, all-electronic television system in ___.",1927,"Explanation: Philo Farnsworth is credited with inventing the first functional, all-electronic television system in 1927. Source: MEDIALIT FINALS p.18 Context: Television Radio and Telephone background is assumed; review media-literacy-finals-refined.md:line-497 if unfamiliar.",,qa,media-literacy finals television-radio-and-telephone auto,,,Television Radio and Telephone,media-literacy-finals-refined.md:line-497,a82499421e49fe85
Complete: A ___ (pictograph) is one of the earliest forms ...,pictogram,"Explanation: A pictogram (pictograph) is one of the earliest forms of writing, dating to the Stone Age, conveying meaning through simplified drawings that resemble objects or concepts. Source: MEDIALIT FINALS p.10 Context: Prehistoric Communication and Writing background is assumed; review media-literacy-finals-refined.md:line-343 if unfamiliar.",,qa,media-literacy finals prehistoric-communication-and-writing auto,,,Prehistoric Communication and Writing,media-literacy-finals-refined.md:line-343,3b449631d85c3f3a
Complete: ___ was developed in 1935 for commercial use ...,Kodachrome,"Explanation: Kodachrome was developed in 1935 for commercial use but only became available in 1949, after World War II ended. Source: MEDIALIT FINALS p.17 Context: Electronic Media background is assumed; review media-literacy-finals-refined.md:line-479 if unfamiliar.",,qa,media-literacy finals electronic-media auto,,,Electronic Media,media-literacy-finals-refined.md:line-479,63d33476600e2381
"Who made the first photograph (1826), and what was it called?","Joseph Nicéphore Niépce / using a Camera Obscura — ""View from the Window at Le Gras"" (Point de vue du Gras).","Explanation: Joseph Nicéphore Niépce, using a Camera Obscura — ""View from the Window at Le Gras"" (Point de vue du Gras). Source: MEDIALIT FINALS p.15 Context: Early Photography background is assumed; review media-literacy-finals-refined.md:line-453 if unfamiliar.",,qa,media-literacy finals early-photography auto,,,Early Photography,media-literacy-finals-refined.md:line-453,e320880b8c0b3012
What is component 2 of 4 in four shared MIL skill stages?,Locate,Explanation: Information / media / and technology literacy each require identifying needs / locating resources / evaluating fit or credibility / and using resources ethically. Source: MEDIALIT FINALS p.6 Context: Technology Literacy and MIL Skills background is assumed; review media-literacy-finals-refined.md:line-630 if unfamiliar.,"ILEU: Identify, Locate, Evaluate, Use",qa,media-literacy finals mil-skills technology-literacy-and-mil-skills auto,,,Technology Literacy and MIL Skills,media-literacy-finals-refined.md:line-630,edf6b7dc5dce7361
Complete: The ___ generation allowed parallel computing and developed connectivity ...,fifth,Explanation: The fifth generation allowed parallel computing and developed connectivity such as Local Area Network (LAN) and Wide Area Network (WAN). Source: MEDIALIT FINALS p.21 Context: Computer Generations IV-V background is assumed; review media-literacy-finals-refined.md:line-571 if unfamiliar.,,qa,media-literacy finals computer-generations-iv-v auto,,,Computer Generations IV-V,media-literacy-finals-refined.md:line-571,197e0f4255bc89b3
Complete: A ___ (GUI) is a computer display allowing user-friendly ...,Graphic User Interface,Explanation: A Graphic User Interface (GUI) is a computer display allowing user-friendly use; Apple's LISA computer used a GUI in 1983. Source: MEDIALIT FINALS p.22 Context: Hardware and Storage background is assumed; review media-literacy-finals-refined.md:line-584 if unfamiliar.,,qa,media-literacy finals hardware-and-storage auto,,,Hardware and Storage,media-literacy-finals-refined.md:line-584,64a7a99b2517d12b
"Complete: In 1956, Ericsson's Mobile System (MTA) was developed and installed in cars; it weighed ___.",88 lbs,"Explanation: In 1956, Ericsson's Mobile System (MTA) was developed and installed in cars; it weighed 88 lbs. Source: MEDIALIT FINALS p.19 Context: Mobile Telephony background is assumed; review media-literacy-finals-refined.md:line-520 if unfamiliar.",,qa,media-literacy finals mobile-telephony auto,,,Mobile Telephony,media-literacy-finals-refined.md:line-520,ea10418c8de16662
What are semaphores?,Flags (developed in the 17th Century / used by the navy) that send symbols to communicate with other ships; land semaphores were done atop towers to send messages over hilltops.,"Explanation: Flags (developed in the 17th Century, used by the navy) that send symbols to communicate with other ships; land semaphores were done atop towers to send messages over hilltops. Source: MEDIALIT FINALS p.12 Context: Postal Communication and Codes background is assumed; review media-literacy-finals-refined.md:line-389 if unfamiliar.",,qa,media-literacy finals postal-communication-and-codes auto,,,Postal Communication and Codes,media-literacy-finals-refined.md:line-389,7729fbe24b120a69
"Complete: ___, the world's earliest known writing system, used ...",Cuneiform,"Explanation: Cuneiform, the world's earliest known writing system, used wedge-shaped marks pressed into clay and was developed by the Sumerians in Mesopotamia around 3500–3200 BCE. Source: MEDIALIT FINALS p.10 Context: Prehistoric Communication and Writing background is assumed; review media-literacy-finals-refined.md:line-348 if unfamiliar.",,qa,media-literacy finals prehistoric-communication-and-writing auto,,,Prehistoric Communication and Writing,media-literacy-finals-refined.md:line-348,e22392c39a435b91
Which criterion asks whether a source fits the learner's actual need and audience?,Relevance,Explanation: Relevance compares the source's level and subject with the user's purpose. Source: MEDIALIT FINALS p.7 Context: Source Evaluation and Media Tradeoffs background is assumed; review media-literacy-finals-refined.md:line-647 if unfamiliar.,,qa,media-literacy finals evaluation source-evaluation-and-media-tradeoffs auto,,,Source Evaluation and Media Tradeoffs,media-literacy-finals-refined.md:line-647,7d35e8d767f3abb2
Complete: ... and Louis Lumiere in 1907 using an ___ process.,autochrome,Explanation: The first color photography was invented by Auguste and Louis Lumiere in 1907 using an autochrome process. Source: MEDIALIT FINALS p.16 Context: Photographic Processes background is assumed; review media-literacy-finals-refined.md:line-471 if unfamiliar.,,qa,media-literacy finals photographic-processes auto,,,Photographic Processes,media-literacy-finals-refined.md:line-471,6730ae4703893f40
"Complete: ___ is credited with inventing the first functional, all-electronic television system in 1927.",Philo Farnsworth,"Explanation: Philo Farnsworth is credited with inventing the first functional, all-electronic television system in 1927. Source: MEDIALIT FINALS p.18 Context: Television Radio and Telephone background is assumed; review media-literacy-finals-refined.md:line-492 if unfamiliar.",,qa,media-literacy finals television-radio-and-telephone auto,,,Television Radio and Telephone,media-literacy-finals-refined.md:line-492,23c3075a536021e8
What is component 1 of 3 in The three types of information sources?,Primary,Explanation: Primary; Secondary; Tertiary Source: MEDIALIT FINALS p.7 Context: Media and Information Sources background is assumed; review media-literacy-finals-refined.md:line-279 if unfamiliar.,"PST: Primary, Secondary, Tertiary",qa,media-literacy finals media-and-information-sources auto,,,Media and Information Sources,media-literacy-finals-refined.md:line-279,44d3f393d41b6c05
What is component 2 of 3 in The characteristics of a language?,Follows a set of rules — grammar,Explanation: Symbolic — a word is associated with a concrete or abstract meaning; Follows a set of rules — grammar; Relational and cultural — meaning can change based on culture Source: MEDIALIT FINALS p.4 Context: Verbal and Non-Verbal Communication background is assumed; review media-literacy-finals-refined.md:line-198 if unfamiliar.,"SFR: Symbolic — a word is associated with a concrete or abstract meaning, Follows a set of rules — grammar, Relational and cultural — meaning can change based on culture",qa,media-literacy finals verbal-and-non-verbal-communication auto,,,Verbal and Non-Verbal Communication,media-literacy-finals-refined.md:line-198,4403f38bf18541ed
Which term means: False information spread WITHOUT the intent to cause harm or mislead?,misinformation,Explanation: False information spread WITHOUT the intent to cause harm or mislead. Source: MEDIALIT FINALS p.9 Context: Media Effects and Society background is assumed; review media-literacy-finals-refined.md:line-325 if unfamiliar.,,reverse,media-literacy finals media-effects-and-society auto,,,Media Effects and Society,media-literacy-finals-refined.md:line-325,9fca4f3cdbef097c
What was Charles Babbage's Analytical Machine?,The first programmable computer / using punched cards to store programs.,"Explanation: The first programmable computer, using punched cards to store programs. Source: MEDIALIT FINALS p.14 Context: Analytical Engine and Photography background is assumed; review media-literacy-finals-refined.md:line-425 if unfamiliar.",,qa,media-literacy finals analytical-engine-and-photography auto,,,Analytical Engine and Photography,media-literacy-finals-refined.md:line-425,073b655dfaa8b4f5
"Complete: ... ""A Mathematical Theory of Communication"" in the ___, which became the Shannon-Weaver model of communication.",Bell System Technical Journal,"Explanation: In 1948, Shannon and Weaver wrote ""A Mathematical Theory of Communication"" in the Bell System Technical Journal, which became the Shannon-Weaver model of communication. Source: MEDIALIT FINALS p.3 Context: Shannon-Weaver Model background is assumed; review media-literacy-finals-refined.md:line-125 if unfamiliar.",,qa,media-literacy finals shannon-weaver-model auto,,,Shannon-Weaver Model,media-literacy-finals-refined.md:line-125,4e2c2eff55e1f369
What are punched cards?,Sheets of paper with holes arranged in a specific pattern to operate or feed data onto a machine (e.g. to operate looms).,Explanation: Sheets of paper with holes arranged in a specific pattern to operate or feed data onto a machine (e.g. to operate looms). Source: MEDIALIT FINALS p.13 Context: Telegraph and Early Computing background is assumed; review media-literacy-finals-refined.md:line-407 if unfamiliar.,,qa,media-literacy finals telegraph-and-early-computing auto,,,Telegraph and Early Computing,media-literacy-finals-refined.md:line-407,e94b1974f30bd26f
"Complete: The Chinese first developed woodblock printing, but ___ developed a mechanized printing press in the ...",Johannes Gutenberg,"Explanation: The Chinese first developed woodblock printing, but Johannes Gutenberg developed a mechanized printing press in the 14th Century that made books faster, cheaper, and available to the masses. Source: MEDIALIT FINALS p.11 Context: Written Word and Printing background is assumed; review media-literacy-finals-refined.md:line-381 if unfamiliar.",,qa,media-literacy finals written-word-and-printing auto,,,Written Word and Printing,media-literacy-finals-refined.md:line-381,cdd0d0da730c454c
What is component 3 of 5 in Being media literate requires you to…?,Recognize points of view,Explanation: Learn to think critically; Become smart consumers; Recognize points of view; Create media responsibly; Identify the role of media in our culture Source: MEDIALIT FINALS p.5 Context: Information and Media Literacy background is assumed; review media-literacy-finals-refined.md:line-266 if unfamiliar.,"LBRCI: Learn to think critically, Become smart consumers, Recognize points of view, Create media responsibly, Identify the role of media in our culture",qa,media-literacy finals information-and-media-literacy auto,,,Information and Media Literacy,media-literacy-finals-refined.md:line-266,be3940da75015595
What is component 1 of 6 in The six skills in the media literacy definition (NAMLE)?,Access,Explanation: Access; Analyze; Evaluate; Create; Communicate; Act Source: MEDIALIT FINALS p.1 Context: Media and Media Literacy background is assumed; review media-literacy-finals-refined.md:line-18 if unfamiliar.,"AAECCA: Access, Analyze, Evaluate, Create, Communicate, Act",qa,media-literacy finals media-and-media-literacy auto,,,Media and Media Literacy,media-literacy-finals-refined.md:line-18,4aa566320738c69b
What is component 1 of 5 in The five components of the communication process?,Source,Explanation: Source; Channel; Message; Receiver; Feedback Source: MEDIALIT FINALS p.2 Context: Communication Process and Literacies background is assumed; review media-literacy-finals-refined.md:line-71 if unfamiliar.,"SCMRF: Source, Channel, Message, Receiver, Feedback",qa,media-literacy finals communication-process-and-literacies auto,,,Communication Process and Literacies,media-literacy-finals-refined.md:line-71,7cde823f72c61a07
"Complete: The ___ generation centered on the integrated circuit (microchip), ...",third,"Explanation: The third generation centered on the integrated circuit (microchip), which appeared in 1963 and saw the birth of operating systems like UNIX. Source: MEDIALIT FINALS p.20 Context: Computer Generations I-III background is assumed; review media-literacy-finals-refined.md:line-548 if unfamiliar.",,qa,media-literacy finals computer-generations-i-iii auto,,,Computer Generations I-III,media-literacy-finals-refined.md:line-548,a7767210588f19bc
"Complete: ... commercial use but only became available in ___, after World War II ended.",1949,"Explanation: Kodachrome was developed in 1935 for commercial use but only became available in 1949, after World War II ended. Source: MEDIALIT FINALS p.17 Context: Electronic Media background is assumed; review media-literacy-finals-refined.md:line-484 if unfamiliar.",,qa,media-literacy finals electronic-media auto,,,Electronic Media,media-literacy-finals-refined.md:line-484,f6860eb5f03338e7
Complete: The ___ MOOC teaching method is the traditional classroom ...,Didactic,"Explanation: The Didactic MOOC teaching method is the traditional classroom approach (watching pre-recorded videos, reading materials) and is the most common in MOOCs, while the Connectivist method has the student interpret available content and present it for peer critique in an online forum. Source: MEDIALIT FINALS p.23 Context: MOOCs and Ubiquitous Learning background is assumed; review media-literacy-finals-refined.md:line-607 if unfamiliar.",,qa,media-literacy finals moocs-and-ubiquitous-learning auto,,,MOOCs and Ubiquitous Learning,media-literacy-finals-refined.md:line-607,fe074a4b965376f3
